,category,autoets,autoarima,linear_svr,stl_linear_svr,bayesian_ridge,stl_bayesian_ridge,residuals_are_independent
45,daily,3.8809866307022154,3.9119731226973795,4.451090374992886,5.6938736223338875,4.4428094502709525,5.686815007814085,False
46,daily,4.818881158552328,4.717988620702071,5.857048981237887,5.309315365735821,5.889841631374472,5.342710263276692,False
47,daily,2504.5967442904093,2515.6347558119073,3230.367125945818,3089.9275794192845,3228.085822680828,3090.726852923078,False
48,daily,16.259471299212393,21.344168755107184,22.72565292543778,16.211538696519433,22.709890327940577,16.197813796468296,True
49,daily,7857.506680837755,8027.991610349158,10007.538364530092,9463.284530341101,10006.977085073016,9606.109120888807,False
50,daily,36.8062992110542,11.252775824577341,19.28936975473435,15.737518685487293,19.057636035656277,15.359005699282228,False
51,daily,5.459053719215255,4.965876778079076,5.900287752695935,5.29482558283386,5.90184933750278,5.293731673551521,False
52,daily,1.2330079756916603,0.5540745566047066,0.6090418542515579,0.8574783306859108,0.6081572586326175,0.8570837226860337,False
53,daily,30.870167529199648,25.65388527533309,28.478376764158376,27.056707185594412,28.526166492195923,26.85844666148318,False
54,daily,68.49227561609852,37.953170143746426,32.36177232790042,21.34019413707238,32.774439454693784,21.238346724375905,False
55,daily,32.87361732286187,1.185829291225975,16.235058293618387,15.550359604123544,16.163026675860515,15.441513870768881,False
56,daily,49.618231900042424,239.44353096763334,65.2493158186879,72.57652245606828,65.27848603460258,72.35091772475589,False
57,daily,364.03708290483803,1275.5540055474112,283.58780451034795,305.83197676914824,282.741241989088,303.8533194109498,False
58,daily,274.55603752169617,197.72078270402844,147.71132908391792,158.88957147813596,146.7606056370009,158.86033541309817,False
59,daily,1896.41538890438,1950.6295162694985,2274.8408544439676,2245.37836480769,2274.6869818114055,2253.6713309022903,False
60,daily,1998.07895605598,1996.6019672832924,2191.161631428274,2182.2261938260494,2188.685733800323,2173.171382161254,False
61,daily,33.744794792093806,34.44093923972809,43.471343658694664,43.5503940535387,43.30485962703302,44.15237082539473,False
62,daily,50.71054310834757,201.9694834950156,50.59294497508386,57.014035601944826,50.9288053350127,57.150859770027814,False
63,daily,0.17459231782267567,0.19238849370118136,0.12491869848006987,0.31848154479549823,0.1303688263514927,0.291154542232104,True
64,monthly,9.692577217326653,11.255477848550521,11.839953266668775,7.665790858462678,12.136624460939982,7.7522618440527555,True
65,monthly,656.2752771488398,725.4049864304279,875.968293656408,694.2937968767513,869.0991974612538,694.911911016334,True
66,monthly,8.751916113230745,13.190137271347533,13.438391854778729,10.188617911889832,13.230084875287162,10.170674450407992,False
67,monthly,255.26409167416597,575.4949180063915,552.3745060682988,348.59572212526655,432.8237287525576,346.3897117893119,True
68,monthly,2521732.8061223496,2311451.0182505734,5428277.5509312805,3576570.4144016644,5505510.433087086,3582489.2946449877,False
69,monthly,5.607695733299877,9.090172743681128,8.632281343592986,10.406027338221191,9.510300234892227,10.661119034531641,False
70,monthly,0.9791919535320407,1.449538584751308,1.369181858239732,1.1302506936172902,1.373793374881642,1.1303603344753783,False
71,monthly,6006.6725604069825,6486.446683005125,6261.687612152719,6123.501091496323,6279.071894699371,6145.132920280213,False
72,monthly,15967.301501555281,17724.010693070442,16362.368990295323,20687.212221941252,15996.277590114772,27728.916291760008,False
73,monthly,0.2085649371718072,0.08939036998092062,0.25451815636818026,0.2862641670716961,0.2541917443045907,0.28726935938723186,False
74,monthly,49.485806225314526,65.755643672562,48.05698369867908,115.48717138662502,32.51618973789751,106.10516109315134,False
75,monthly,10.357959821212793,4.923084494383997,6.823764107648924,4.78388901071511,6.71185299416581,4.740731794223007,False
76,monthly,7288039.4282772895,6713512.850426225,6503438.866793839,8910862.398009475,6779910.852773463,8912489.093549302,True
77,monthly,43.37048916907584,62.70817415722362,49.993878236779494,80.33213472174256,51.85657497120708,80.25395256660318,False
78,monthly,0.21311776207739166,0.24278537764522737,0.431779645371905,0.2432873065750512,0.4161133764974528,0.24510935668199396,False
79,monthly,1.8156130944771824,2.3510380292627264,2.0018983474407386,2.2799052385465104,2.0250137812938487,2.1384789612521207,False
80,monthly,3792.7824036311117,10709.07008079275,11379.632776210654,4935.616185022484,11229.478404484182,5017.199177893216,True
81,monthly,0.9308172920272081,1.4044766850361259,1.0723125177176898,1.169270360370165,1.069702144040011,1.1768674604647467,True
82,monthly,3.5553327979328864,5.6903508013505,6.375552460466326,7.613657649580915,5.803985886742161,7.441716833469158,True
83,monthly,0.235638425203115,0.2358532424424775,0.2356112214450419,0.3081879417727476,0.23562565613881556,0.3081389835861361,True
84,monthly,0.18966421774593967,0.110190806211148,0.159717471969328,0.15476045145742015,0.16089722803944867,0.15550429110592776,False
85,monthly,0.34665798829998745,0.8377201574185591,1.2087119896296983,1.2470541389646013,1.2239268706513766,1.1686741173495634,True
86,monthly,0.34956196457465677,1.7902253883458943,1.581173555398486,1.0600019253242412,1.7028444923685306,1.172059489668137,False
87,monthly,0.08398291312027086,0.11580473570513813,0.08301435782853872,0.12856663574699365,0.08790287198522735,0.12157477733974849,False
88,monthly,222.8829669251947,271.0644324558311,400.5357787836426,222.89686931251754,400.7444947875176,224.05208776754935,True
89,monthly,539.3017117752886,395.3606720679484,719.8851470893682,262.3767144682688,721.6275178883317,285.53742761398587,True
90,monthly,24.987848322174813,29.29249451507378,49.95569762577439,28.629441217163027,50.13707432990684,29.062892995887683,True
91,monthly,240.95882629972766,206.40942073370056,342.66703568827137,136.01560790875007,347.96271813348915,131.35843537071895,True
92,monthly,9.709599838632755,10.440658514841612,13.535374470399791,9.040777624762038,13.53366465075867,9.069678746602813,True
93,monthly,201.45161906928598,445.5074001767819,709.054922673207,126.80537048393626,671.254371686078,129.22263251925864,True
94,quarterly,2.7350333190392035,1.415829574913836,4.543758621387646,0.6268653333758643,3.2003659323880385,1.1660897713571856,True
95,0.5s,7.2014587690661225,8.75928279539947,8.193329153790508,9.719171627769175,7.425076727113974,9.054928008209727,False
96,0.5s,5.059263994881795,4.025531699840282,4.035752785127704,6.020224669787297,4.076106964813694,5.985542943340139,False
97,1s,71.07163252337972,23.797815696885003,27.67573759760579,73.86452352072992,25.15266032610161,74.06093522619015,False
